"# Tm","Pos","Player","Age","Tm","Pts Won","Pts Max","Share","1st Tm","2nd Tm","3rd Tm","G","MP","PTS","TRB","AST","STL","BLK","FG%","3P%","FT%","WS","WS/48","avg_PTS","avg_AST","avg_TRB","avg_STL","avg_BLK","avg_WS","norm_PTS","norm_AST","norm_TRB","norm_STL","norm_BLK","norm_WS","MVP_index","Year"
"ORV","C","Brook Lopez",27,"BRK",1,645,0.002,0,0,1,73,33.7,20.6,7.8,2,0.8,1.7,0.511,0.143,0.787,6.2,0.121,19.6513513513514,4.32432432432432,7.47027027027027,1.21891891891892,1.02972972972973,9.16216216216216,1.0482739650667,0.4625,1.04413892908828,0.656319290465632,1.6509186351706,0.67669616519174,1.54750712166782,2016
"ORV","G","Tony Parker",33,"SAS",1,645,0.002,0,0,1,72,27.5,11.9,2.4,5.3,0.8,0.2,0.493,0.415,0.76,5.8,0.142,19.6513513513514,4.32432432432432,7.47027027027027,1.21891891891892,1.02972972972973,9.16216216216216,0.605556319625911,1.225625,0.321273516642547,0.656319290465632,0.194225721784777,0.633038348082596,1.0511799382988,2016
"1st","G","James Harden",27,"HOU",500,500,1,100,0,0,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.30590875093493,2.22664015904573,1.04922279792746,1.22950819672131,0.541516245487365,1.4502094747019,2.25832660541739,2017
"1st","F","LeBron James",32,"CLE",498,500,0.996,99,1,0,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.18474195961107,1.72962226640159,1.1139896373057,0.983606557377049,0.649819494584838,1.24718014824364,2.00911617104841,2017
"1st","G","Russell Westbrook",28,"OKC",498,500,0.996,99,1,0,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.41810022438295,2.0675944333996,1.3860103626943,1.31147540983607,0.433212996389892,1.26651627457299,2.36232766033838,2017
"1st","F","Kawhi Leonard",25,"SAS",490,500,0.98,96,3,1,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.14435302916978,0.695825049701789,0.751295336787565,1.47540983606557,0.75812274368231,1.31485659039639,1.69784426649241,2017
"1st","C","Anthony Davis",23,"NOP",343,500,0.686,45,34,16,75,36.1,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.2565445026178,0.417495029821074,1.52849740932642,1.0655737704918,2.3826714801444,1.06348694811473,1.99608127916195,2017
"2nd","C","Rudy Gobert",24,"UTA",339,500,0.678,43,38,10,81,33.9,14,12.8,1.2,0.6,2.6,0.661,0,0.653,14.3,0.25,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.628272251308901,0.238568588469185,1.6580310880829,0.491803278688525,2.8158844765343,1.38253303254915,1.5149164505898,2017
"2nd","G","Stephen Curry",28,"GSW",290,500,0.58,1,93,6,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.13537771129394,1.31212723658052,0.582901554404145,1.47540983606557,0.216606498194946,1.2181759587496,1.73398739401981,2017
"2nd","F","Giannis Antetokounmpo",22,"MIL",258,500,0.516,0,81,15,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.02767389678384,1.07355864811133,1.13989637305699,1.31147540983607,2.05776173285199,1.19883983242024,1.892252561851,2017
"2nd","F","Kevin Durant",28,"GSW",239,500,0.478,3,66,26,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.1264023934181,0.95427435387674,1.07512953367876,0.901639344262295,1.73285198555957,1.16016757976152,1.84594715656977,2017
"2nd","G","Isaiah Thomas",27,"BOS",236,500,0.472,0,71,23,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.29693343305909,1.17296222664016,0.349740932642487,0.737704918032787,0.216606498194946,1.20850789558492,1.69492986222844,2017
"3rd","F","Draymond Green",26,"GSW",134,500,0.268,4,21,51,76,32.5,10.2,7.9,7,2,1.4,0.418,0.308,0.709,8.2,0.16,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.457741211667913,1.39165009940358,1.02331606217617,1.63934426229508,1.51624548736462,0.792781179503706,1.40441066162079,2017
"3rd","G","John Wall",26,"WAS",125,500,0.25,0,19,68,78,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.03664921465969,2.1272365805169,0.544041450777202,1.63934426229508,0.649819494584838,0.850789558491782,1.85367368901303,2017
"3rd","F","Jimmy Butler",27,"CHI",102,500,0.204,0,19,45,76,37,23.9,6.2,5.5,1.9,0.4,0.455,0.367,0.865,13.8,0.236,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.07255048616305,1.0934393638171,0.803108808290156,1.55737704918033,0.433212996389892,1.33419271672575,1.73136534402314,2017
"3rd","G","DeMar DeRozan",27,"TOR",62,500,0.124,0,4,50,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.22513089005236,0.775347912524851,0.673575129533679,0.901639344262295,0.216606498194946,0.870125684821141,1.58467890952541,2017
"3rd","C","DeAndre Jordan",28,"LAC",54,500,0.108,3,7,18,81,31.7,12.7,13.8,1.2,0.6,1.7,0.714,0,0.482,11.8,0.221,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.569932685115931,0.238568588469185,1.78756476683938,0.491803278688525,1.84115523465704,1.14083145343216,1.36690005626927,2017
"ORV","C","Karl-Anthony Towns",21,"MIN",50,500,0.1,2,NA,NA,82,37,25.1,12.3,2.7,0.7,1.3,0.542,0.367,0.832,12.7,0.201,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.1264023934181,0.536779324055666,1.59326424870466,0.573770491803279,1.40794223826715,1.22784402191428,1.81598068421875,2017
"ORV","G","Chris Paul",31,"LAC",49,500,0.098,0,NA,NA,61,31.5,18.1,5,9.2,2,0.1,0.476,0.411,0.892,10.6,0.264,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.81226626776365,1.82902584493042,0.647668393782383,1.63934426229508,0.108303249097473,1.02481469545601,1.59747352934678,2017
"ORV","C","Marc Gasol",32,"MEM",48,500,0.096,2,NA,NA,74,34.2,19.5,6.3,4.6,0.9,1.3,0.459,0.388,0.837,7.7,0.145,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.87509349289454,0.914512922465209,0.816062176165803,0.737704918032787,1.40794223826715,0.744440863680309,1.45894941415542,2017
"ORV","C","DeMarcus Cousins",26,"TOT",42,500,0.084,2,NA,NA,72,34.2,27,11,4.6,1.4,1.3,0.452,0.361,0.772,7.6,0.149,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.21166791323859,0.914512922465209,1.42487046632124,1.14754098360656,1.40794223826715,0.73477280051563,1.9199444200522,2017
"ORV","F","Paul George",26,"IND",40,500,0.08,0,NA,NA,75,35.9,23.7,6.6,3.3,1.6,0.4,0.461,0.393,0.898,7.1,0.126,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.06357516828721,0.656063618290258,0.854922279792746,1.31147540983607,0.433212996389892,0.686432484692233,1.50604032247695,2017
"ORV","F","Gordon Hayward",26,"UTA",27,500,0.054,0,NA,NA,73,34.5,21.9,5.4,3.5,1,0.3,0.471,0.398,0.844,10.4,0.199,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.982797307404637,0.695825049701789,0.699481865284974,0.819672131147541,0.324909747292419,1.00547856912665,1.40034454788339,2017
"ORV","C","Hassan Whiteside",27,"MIA",18,500,0.036,0,NA,NA,77,32.6,17,14.1,0.7,0.7,2.1,0.557,NA,0.628,9.5,0.181,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.762902019446522,0.139165009940358,1.82642487046632,0.573770491803279,2.27436823104693,0.918466000644538,1.52430285804059,2017
"ORV","G","Kyrie Irving",24,"CLE",14,500,0.028,0,NA,NA,72,35.1,25.2,3.2,5.8,1.2,0.3,0.473,0.401,0.905,8.9,0.17,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.13089005235602,1.15308151093439,0.414507772020725,0.983606557377049,0.324909747292419,0.860457621656461,1.55652963633901,2017
"ORV","G","Klay Thompson",26,"GSW",14,500,0.028,0,NA,NA,78,34,22.3,3.7,2.1,0.8,0.5,0.468,0.414,0.853,7.1,0.129,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.00074794315632,0.417495029821074,0.479274611398964,0.655737704918033,0.541516245487365,0.686432484692233,1.24748103257444,2017
"ORV","C","Nikola Jokić",21,"DEN",12,500,0.024,1,NA,NA,73,27.9,16.7,9.8,4.9,0.8,0.8,0.578,0.324,0.825,9.7,0.228,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.74943904263276,0.974155069582505,1.26943005181347,0.655737704918033,0.866425992779783,0.937802126973896,1.45333420327107,2017
"ORV","G","Damian Lillard",26,"POR",12,500,0.024,0,NA,NA,75,35.9,27,4.9,5.9,0.9,0.3,0.444,0.37,0.895,10.4,0.185,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,1.21166791323859,1.17296222664016,0.634715025906736,0.737704918032787,0.324909747292419,1.00547856912665,1.67833689562912,2017
"ORV","F","Paul Millsap",31,"ATL",3,500,0.006,0,NA,NA,69,34,18.1,7.7,3.7,1.3,0.9,0.442,0.311,0.768,6.4,0.132,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.81226626776365,0.73558648111332,0.997409326424871,1.0655737704918,0.974729241877256,0.618756042539478,1.3799056737133,2017
"ORV","F","LaMarcus Aldridge",31,"SAS",1,500,0.002,0,0,1,72,32.4,17.3,7.3,1.9,0.6,1.2,0.477,0.411,0.812,7.2,0.149,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.776364996260284,0.377733598409543,0.94559585492228,0.491803278688525,1.29963898916968,0.696100547856913,1.23548366930554,2017
"ORV","F","Blake Griffin",27,"LAC",1,500,0.002,0,0,1,61,34,21.6,8.1,4.9,0.9,0.4,0.493,0.336,0.76,7.7,0.179,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.969334330590875,0.974155069582505,1.04922279792746,0.737704918032787,0.433212996389892,0.744440863680309,1.51006985234451,2017
"ORV","C","Al Horford",30,"BOS",1,500,0.002,0,0,1,68,32.3,14,6.8,5,0.8,1.3,0.473,0.355,0.8,6.3,0.138,22.2833333333333,5.03,7.72,1.22,0.923333333333333,10.3433333333333,0.628272251308901,0.99403578528827,0.880829015544041,0.655737704918033,1.40794223826715,0.609087979374799,1.26906519247994,2017
"1st","G","James Harden",28,"HOU",500,500,1,100,0,0,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.46773957571324,1.95161290322581,0.680672268907563,1.43132530120482,0.693693693693694,1.68389662027833,2.29734934613554,2018
"1st","F","LeBron James",33,"CLE",500,500,1,100,0,0,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.32772494513533,2.01814516129032,1.08403361344538,1.11325301204819,0.891891891891892,1.53081510934394,2.26786140658779,2018
"1st","C","Anthony Davis",24,"NOP",492,500,0.984,96,4,0,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.35669348939283,0.51008064516129,1.39915966386555,1.19277108433735,2.57657657657658,1.49801192842942,2.16430142412678,2018
"1st","G","Damian Lillard",27,"POR",432,500,0.864,71,24,5,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.29875640087783,1.46370967741935,0.567226890756303,0.874698795180723,0.396396396396396,1.37773359840954,1.88050882166533,2018
"1st","F","Kevin Durant",29,"GSW",426,500,0.852,63,37,0,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.27461594732992,1.19758064516129,0.857142857142857,0.556626506024096,1.78378378378378,1.13717693836978,1.93799120317623,2018
"2nd","F","Giannis Antetokounmpo",23,"MIL",354,500,0.708,28,71,1,75,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.29875640087783,1.06451612903226,1.26050420168067,1.19277108433735,1.38738738738739,1.30119284294235,2.07345497699433,2018
"2nd","G","Russell Westbrook",29,"OKC",322,500,0.644,24,63,13,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.22633504023409,2.28427419354839,1.27310924369748,1.43132530120482,0.297297297297297,1.10437375745527,2.20893221496724,2018
"2nd","C","Joel Embiid",23,"PHI",294,500,0.588,11,78,5,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.10563277249451,0.709677419354839,1.38655462184874,0.47710843373494,1.78378378378378,0.677932405566601,1.73634331088337,2018
"2nd","F","LaMarcus Aldridge",32,"SAS",236,500,0.472,2,68,22,75,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.11528895391368,0.443548387096774,1.07142857142857,0.47710843373494,1.18918918918919,1.19184890656064,1.61638250103879,2018
"2nd","G","DeMar DeRozan",28,"TOR",165,500,0.33,2,39,38,80,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.1104608632041,1.15322580645161,0.491596638655462,0.874698795180723,0.297297297297297,1.04970178926441,1.57422917947751,2018
"3rd","G","Stephen Curry",29,"GSW",164,500,0.328,2,39,37,51,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.27461594732992,1.35282258064516,0.642857142857143,1.27228915662651,0.198198198198198,0.995029821073559,1.81491589738302,2018
"3rd","G","Victor Oladipo",25,"IND",105,500,0.21,0,24,33,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.11528895391368,0.953629032258065,0.65546218487395,1.90843373493976,0.792792792792793,0.89662027833002,1.69911966193671,2018
"3rd","C","Karl-Anthony Towns",22,"MIN",99,500,0.198,0,18,45,82,35.6,21.3,12.3,2.4,0.8,1.4,0.545,0.421,0.858,14,0.23,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.02838332114119,0.532258064516129,1.55042016806723,0.636144578313253,1.38738738738739,1.53081510934394,1.77535167803044,2018
"3rd","F","Jimmy Butler",28,"MIN",81,500,0.162,1,8,52,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.07183613752743,1.0866935483871,0.668067226890756,1.59036144578313,0.396396396396396,0.973161033797217,1.64080904312894,2018
"3rd","F","Paul George",27,"OKC",54,500,0.108,0,4,42,79,36.6,21.9,5.7,3.3,2,0.5,0.43,0.401,0.822,8.9,0.147,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.05735186539868,0.731854838709677,0.718487394957983,1.59036144578313,0.495495495495496,0.973161033797217,1.56302689993331,2018
"ORV","G","Chris Paul",32,"HOU",54,500,0.108,0,NA,NA,58,31.8,18.6,5.4,7.9,1.7,0.2,0.46,0.38,0.919,10.2,0.265,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.898024871982443,1.75201612903226,0.680672268907563,1.35180722891566,0.198198198198198,1.11530815109344,1.64888876244631,2018
"ORV","C","Rudy Gobert",25,"UTA",51,500,0.102,0,NA,NA,56,32.4,13.5,10.7,1.4,0.8,2.3,0.622,NA,0.682,8.1,0.214,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.651792245793709,0.310483870967742,1.34873949579832,0.636144578313253,2.27927927927928,0.885685884691849,1.36063490678951,2018
"ORV","G","Kyrie Irving",25,"BOS",42,500,0.084,0,NA,NA,60,32.2,24.4,3.8,5.1,1.1,0.3,0.491,0.408,0.889,8.9,0.222,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.17805413313826,1.13104838709677,0.478991596638655,0.874698795180723,0.297297297297297,0.973161033797217,1.60812706676185,2018
"ORV","F","Ben Simmons",21,"PHI",36,500,0.072,0,NA,NA,81,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0,0.56,9.2,0.162,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.762838332114119,1.81854838709677,1.02100840336134,1.35180722891566,0.891891891891892,1.00596421471173,1.69542440759334,2018
"ORV","C","Al Horford",31,"BOS",32,500,0.064,0,NA,NA,72,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,0.165,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.622823701536211,1.04233870967742,0.932773109243697,0.47710843373494,1.09009009009009,0.852882703777336,1.27668917390835,2018
"ORV","C","Nikola Jokić",22,"DEN",28,500,0.056,0,NA,NA,75,32.6,18.5,10.7,6.1,1.2,0.8,0.499,0.396,0.85,10.7,0.211,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.89319678127286,1.35282258064516,1.34873949579832,0.954216867469879,0.792792792792793,1.16998011928429,1.74014592804807,2018
"ORV","C","Andre Drummond",24,"DET",7,500,0.014,0,NA,NA,78,33.7,15,16,3,1.5,1.6,0.529,0,0.605,10.3,0.189,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.724213606437454,0.665322580645161,2.01680672268908,1.19277108433735,1.58558558558559,1.12624254473161,1.69667525968556,2018
"ORV","C","Clint Capela",23,"HOU",6,500,0.012,0,NA,NA,74,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0,0.56,10.2,0.242,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.671104608632041,0.199596774193548,1.36134453781513,0.636144578313253,1.88288288288288,1.11530815109344,1.34631798369143,2018
"ORV","F","Draymond Green",27,"GSW",6,500,0.012,0,NA,NA,70,32.7,11,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,0.127,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.531089978054133,1.61895161290323,0.957983193277311,1.11325301204819,1.28828828828829,0.666998011928429,1.40930951581135,2018
"ORV","G","Kyle Lowry",31,"TOR",3,500,0.006,0,NA,NA,78,32.2,16.2,5.6,6.9,1.1,0.2,0.427,0.399,0.854,10.2,0.194,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.782150694952451,1.53024193548387,0.705882352941176,0.874698795180723,0.198198198198198,1.11530815109344,1.45933755007013,2018
"ORV","C","Steven Adams",24,"OKC",2,500,0.004,0,NA,NA,76,32.7,13.9,9,1.2,1.2,1,0.629,0,0.559,9.7,0.187,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.671104608632041,0.266129032258065,1.13445378151261,0.954216867469879,0.990990990990991,1.06063618290258,1.24064560362978,2018
"ORV","G","Donovan Mitchell",21,"UTA",2,500,0.004,0,NA,NA,79,33.4,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,5.2,0.095,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.989758595464521,0.820564516129032,0.466386554621849,1.19277108433735,0.297297297297297,0.568588469184891,1.34783975260054,2018
"ORV","G","Klay Thompson",27,"GSW",2,500,0.004,0,NA,NA,73,34.3,20,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.094,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.965618141916606,0.554435483870968,0.478991596638655,0.636144578313253,0.495495495495496,0.535785288270378,1.22438308428212,2018
"ORV","F","Trevor Ariza",32,"HOU",1,500,0.002,0,NA,NA,67,33.9,11.7,4.4,1.6,1.5,0.2,0.412,0.368,0.854,5.3,0.113,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.564886613021214,0.354838709677419,0.554621848739496,1.19277108433735,0.198198198198198,0.579522862823062,0.905299787698214,2018
"ORV","C","DeMarcus Cousins",27,"NOP",1,500,0.002,0,NA,NA,48,36.2,25.2,12.9,5.4,1.6,1.6,0.47,0.354,0.746,4.7,0.13,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,1.21667885881492,1.19758064516129,1.62605042016807,1.27228915662651,1.58558558558559,0.513916500994036,2.04212580275459,2018
"ORV","C","Dwight Howard",32,"CHO",1,500,0.002,0,NA,NA,81,30.4,16.6,12.5,1.3,0.6,1.6,0.555,0.143,0.574,6.8,0.132,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.801463057790783,0.288306451612903,1.57563025210084,0.47710843373494,1.58558558558559,0.743538767395626,1.42495483920246,2018
"ORV","F","Kevin Love",29,"CLE",1,500,0.002,0,NA,NA,59,28,17.6,9.3,1.7,0.7,0.4,0.458,0.415,0.88,6.4,0.185,20.7121212121212,4.50909090909091,7.93333333333333,1.25757575757576,1.00909090909091,9.14545454545454,0.849743964886613,0.377016129032258,1.17226890756303,0.556626506024096,0.396396396396396,0.699801192842942,1.2673889002266,2018
